UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,rolling_tool_wear,rolling_torque,Machine failure
-0.3266789859000527,0.755329491044703,0.9989135886031064,0.6042816241171917,-0.460607413938203,0.7183047640697756,-0.8439972598086245,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,0.3627637510568398,-1.8738723793507743,M18918,0
-1.308501098309882,0.755329491044703,-1.5051940762914926,-1.1532598401403102,-0.7755739070376335,0.6384558330577823,0.382263078555401,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,23.072349974229617,-1.3823233069166878,1.1373237152214288,M16081,0
0.6551431265097767,0.755329491044703,0.4980920556241866,1.0774658644942483,-1.0076544809003718,0.5586069020457898,0.46086951050181285,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,-1.4216236650867284,-1.0960039305626146,M21755,0
1.682301402728449,-0.7400023397787624,-0.5536331636315563,-0.13929361076096888,-0.7092651716482797,1.6265863543311931,-0.37235866813015317,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,-0.279645949799591,1.463942511397663,L57043,0
1.2836200232796922,-0.7400023397787624,-1.4551119229935894,-1.018064342889739,1.0700192279660468,-1.1282017655825582,-0.9068824053657539,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,0.05440709464575314,0.446840119796211,L55891,0
1.501994980252058,2.2506613218681686,-0.8541260834188912,-0.7476733483885967,0.9208245733400008,-0.818787157911086,-1.5671764337156138,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,1.4148041082240772,-0.6691074338059445,H38756,0
0.6790224799663428,0.755329491044703,0.347845595730505,0.6718793727424964,-1.5270729081169763,1.2273416992712292,-0.0579329403445056,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,-0.8872899491979089,1.674525682616564,M21824,0
-1.4922682966495433,2.2506613218681686,-1.2047011565041295,-0.6800755997632919,-0.6982137157500541,0.019626617714838552,-0.8911611189764717,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,0.4451433479901941,-0.19493716391851101,H30104,0
0.031165238362112827,0.755329491044703,1.9504745012630427,2.159029842498856,0.3793032343269449,0.05955108322083481,-0.45096510007656504,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,-0.4935305913788496,2.4652869786221974,M19952,0
-1.571866141504764,2.2506613218681686,-1.354947616397811,-0.9504665942644343,-0.5987506126660234,0.19928671249182206,0.02067349160190629,-0.06723348523552916,-0.10424403242723015,-0.10176517352742259,-0.1017651735274226,-0.04334192230600429,-1.245527829440201,1.3135259605270349,H29874,0
